TQ:Q, TS:S, q_pos, s_pos, q, s, d
77637:2, 2:0, 0, 5, [], [], 0.000
77637:2, 4:2, 0, 5, [], [], 0.000
77637:2, 12:2, 0, 0, [], [], 0.000
77637:2, 20:0, 0, 5, [], [], 0.000
77637:2, 22:9, 0, 5, [], [], 0.000
77637:2, 26:0, 0, 1, [], [], 0.000
77637:2, 31:1, 0, 11, [], [], 0.000
77637:2, 36:0, 0, 5, [], [], 0.000
77637:2, 36:3, 0, 5, [], [], 0.000
77637:2, 36:4, 0, 5, [], [], 0.000
77637:2, 37:2, 0, 0, [], [], 0.000
77637:2, 40:2, 0, 0, [], [], 0.000
77637:2, 41:6, 0, 0, [], [], 0.000
77637:2, 43:1, 0, 0, [], [], 0.000
77637:2, 55:2, 0, 1, [], [], 0.000
77637:2, 57:0, 0, 4, [], [], 0.000
77637:2, 57:4, 0, 4, [], [], 0.000
77637:2, 57:14, 0, 1, [], [], 0.000
77637:2, 66:3, 0, 3, [], [], 0.000
77637:2, 66:6, 0, 4, [], [], 0.000
77637:2, 66:8, 0, 3, [], [], 0.000
77637:2, 70:1, 0, 6, [], [], 0.000
77637:2, 70:2, 0, 6, [], [], 0.000
77637:2, 77:0, 0, 5, [], [], 0.000
77637:2, 78:0, 0, 5, [], [], 0.000
77637:2, 78:3, 0, 5, [], [], 0.000
77637:2, 78:4, 0, 5, [], [], 0.000
77637:2, 78:5, 0, 5, [], [], 0.000
77637:2, 85:2, 0, 0, [], [], 0.000
77637:2, 97:1, 0, 0, [], [], 0.000
77637:2, 115:2, 0, 0, [], [], 0.000
77637:2, 117:3, 0, 5, [], [], 0.000
77637:2, 126:0, 0, 4, [], [], 0.000
77637:2, 126:3, 0, 2, [], [], 0.000
77637:2, 131:3, 0, 0, [], [], 0.000
77637:2, 138:0, 0, 4, [], [], 0.000
77637:2, 149:2, 0, 0, [], [], 0.000
77637:2, 158:2, 0, 1, [], [], 0.000
77637:2, 159:4, 0, 4, [], [], 0.000
77637:2, 171:0, 0, 6, [], [], 0.000
77637:2, 171:4, 0, 1, [], [], 0.000
77637:2, 192:3, 0, 1, [], [], 0.000
77637:2, 192:6, 0, 5, [], [], 0.000
77637:2, 194:0, 0, 5, [], [], 0.000
77637:2, 197:1, 0, 0, [], [], 0.000
77637:2, 204:2, 0, 0, [], [], 0.000
77637:2, 208:2, 0, 0, [], [], 0.000
77637:2, 213:1, 0, 4, [], [], 0.000
77637:2, 213:3, 0, 2, [], [], 0.000
77637:2, 220:2, 0, 4, [], [], 0.000
77637:2, 225:2, 0, 0, [], [], 0.000
77637:2, 231:3, 0, 2, [], [], 0.000
77637:2, 231:4, 0, 2, [], [], 0.000
77637:2, 248:1, 0, 2, [], [], 0.000
77637:2, 248:3, 0, 2, [], [], 0.000
77637:2, 248:7, 0, 2, [], [], 0.000
77637:2, 248:8, 0, 2, [], [], 0.000
77637:2, 257:1, 0, 2, [], [], 0.000
77637:2, 263:0, 0, 5, [], [], 0.000
77637:2, 272:6, 0, 1, [], [], 0.000
77637:2, 276:3, 0, 3, [], [], 0.000
77637:2, 277:2, 0, 1, [], [], 0.000
77637:2, 277:4, 0, 1, [], [], 0.000
77637:2, 284:3, 0, 0, [], [], 0.000
77637:2, 293:2, 0, 0, [], [], 0.000
77637:2, 295:5, 0, 0, [], [], 0.000
77637:2, 322:2, 0, 0, [], [], 0.000
77637:2, 326:2, 0, 0, [], [], 0.000
77637:2, 329:2, 0, 0, [], [], 0.000
77637:2, 335:2, 0, 4, [], [], 0.000
77637:2, 335:8, 0, 3, [], [], 0.000
77637:2, 335:10, 0, 2, [], [], 0.000
77637:2, 335:11, 0, 3, [], [], 0.000
77637:2, 353:0, 0, 5, [], [], 0.000
77637:2, 353:3, 0, 5, [], [], 0.000
77637:2, 353:4, 0, 5, [], [], 0.000
77637:2, 367:0, 0, 5, [], [], 0.000
77637:2, 369:0, 0, 4, [], [], 0.000
77637:2, 369:3, 0, 2, [], [], 0.000
77637:2, 384:2, 0, 0, [], [], 0.000
77637:2, 385:5, 0, 0, [], [], 0.000
77637:2, 418:0, 0, 7, [], [], 0.000
77637:2, 435:2, 0, 0, [], [], 0.000
77637:2, 438:1, 0, 7, [], [], 0.000
77637:2, 441:0, 0, 5, [], [], 0.000
77637:2, 441:3, 0, 5, [], [], 0.000
77637:2, 441:4, 0, 5, [], [], 0.000
77637:2, 441:5, 0, 5, [], [], 0.000
77637:2, 446:2, 0, 0, [], [], 0.000
77637:2, 448:0, 0, 5, [], [], 0.000
77637:2, 448:3, 0, 5, [], [], 0.000
77637:2, 448:4, 0, 5, [], [], 0.000
77637:2, 455:4, 0, 2, [], [], 0.000
